Category,Bug_ID,App,Issue_URL,Bug_Type,CARBON,ReBL,ReActDroid,AdbGPT,Screenshot,CARBON_Reason,ReBL_Reason,ReActDroid_Reason,AdbGPT_Reason,REMARKS
Pinch/Zoom,FossifyOrg_Paint_25,FossifyOrg/Paint,https://github.com/FossifyOrg/Paint/issues/25,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Paint_25 Tested/Annotation/annotated.png,"I have successfully followed the steps to reproduce the bug. I drew a line, set the brush size to the minimum, selected the eraser, and erased a portion of the line. Afterwards, I zoomed in and erased another portion of the line. The visual outcome on the screen, where the eraser","Failed to reproduce the bug. The `swipe` action, which is necessary for drawing and erasing on the canvas (steps 3 and 5 of the bug report), is consistently being misinterpreted by the system as a",ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 6 MISSING (fake — tapped random elements)","CARBON: I have successfully followed the steps to reproduce the bug. I drew a line, set the brush size to the minimum, selected the eraser, and erased a portion of the line. Afterwards, I zoomed in and erased another portion of the line. The visual outcome on the screen, where the eraser | ReBL: Failed to reproduce the bug. The `swipe` action, which is necessary for drawing and erasing on the canvas (steps 3 and 5 of the bug report), is consistently being misinterpreted by the system as a | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 6 MISSING (fake — tapped random elements)"
Pinch/Zoom,ankidroid_Anki-Android_16135,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/16135,Pinch/Zoom,SUCCESS,FAIL,FAIL,FAIL,Dataset/pinch_zoom/ankidroid_Anki-Android_16135 Tested/Annotation/annotated.png,"After opening Statistics, zooming in and out, and then scrolling to the bottom of the page, a final scroll attempt resulted in a completely blank screen, confirming the 'infinite scroll' behavior described in the bug report.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 20 MISSING","CARBON: After opening Statistics, zooming in and out, and then scrolling to the bottom of the page, a final scroll attempt resulted in a completely blank screen, confirming the 'infinite scroll' behavior described in the bug report. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 20 MISSING"
Pinch/Zoom,ankidroid_Anki-Android_17667,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/17667,Pinch/Zoom,SUCCESS,FAIL,FAIL,FAIL,Dataset/pinch_zoom/ankidroid_Anki-Android_17667 Tested/Annotation/annotated.png,"We have followed the steps to reproduce: long-pressed a deck and tapped 'Deck options'. The resulting screen shows the 'Deck options' page content overflowing the screen width, with elements on the right side being cut off. This directly matches the 'Actual Behavior' described in the bug report, which states 'The right side of the page (all but the upper bars) doesn't fit on the screen.' The visual evidence in the current screenshot confirms the bug is triggered.",Fake success — LLM reached the 'Deck options' screen but did not verify that content was cut off at the right edge. Claimed reaching the screen was enough to trigger the bug without observing the layout issue.,ReActDroid completed 30 steps without triggering the expected crash.,"? steps, 0 MISSING","CARBON: We have followed the steps to reproduce: long-pressed a deck and tapped 'Deck options'. The resulting screen shows the 'Deck options' page content overflowing the screen width, with elements on the right side being cut off. This directly matches the 'Actual Behavior' described in the bug report, which states 'The right side of the page (all but the upper bars) doesn't fit on the screen.' The visual evidence in the current screenshot confirms the bug is triggered. | ReBL: Fake success — LLM reached the 'Deck options' screen but did not verify that content was cut off at the right edge. Claimed reaching the screen was enough to trigger the bug without observing the layout issue. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: ? steps, 0 MISSING"
Pinch/Zoom,saber-notes_saber_192,saber-notes/saber,https://github.com/saber-notes/saber/issues/192,Pinch/Zoom,SUCCESS,FAIL,FAIL,FAIL,Dataset/pinch_zoom/saber-notes_saber_192 Tested/Annotation/annotated.png,"The bug is successfully reproduced. After enabling finger drawing mode, zooming in, and then using a two-finger swipe to navigate the canvas, a small dot was created on the note page. This matches the bug report which states that using a two-finger gesture to navigate will leave a dot on the page, which is not the expected behavior.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 20 MISSING","CARBON: The bug is successfully reproduced. After enabling finger drawing mode, zooming in, and then using a two-finger swipe to navigate the canvas, a small dot was created on the note page. This matches the bug report which states that using a two-finger gesture to navigate will leave a dot on the page, which is not the expected behavior. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 20 MISSING"
Pinch/Zoom,streetcomplete_StreetComplete_6068,streetcomplete/StreetComplete,https://github.com/streetcomplete/StreetComplete/issues/6068,Pinch/Zoom,SUCCESS,FAIL,FAIL,FAIL,Dataset/pinch_zoom/streetcomplete_StreetComplete_6068 Tested/Annotation/annotated.png,After zooming out on the map to select a large area and then initiating a manual download by clicking ,"We have once again been taken to the home screen. This confirms that swiping from the edge of the screen is being interpreted as a system gesture to go back or home, rather than opening a navigation d",ReActDroid completed 30 steps without triggering the expected crash.,"2/2 steps, 0 MISSING","CARBON: After zooming out on the map to select a large area and then initiating a manual download by clicking  | ReBL: We have once again been taken to the home screen. This confirms that swiping from the edge of the screen is being interpreted as a system gesture to go back or home, rather than opening a navigation d | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 2/2 steps, 0 MISSING"
Pinch/Zoom,you-apps_WallYou_216,you-apps/WallYou,https://github.com/you-apps/WallYou/issues/216,Pinch/Zoom,SUCCESS,FAIL,FAIL,FAIL,Dataset/pinch_zoom/you-apps_WallYou_216 Tested/Annotation/annotated.png,"After opening a picture and performing a pinch-zoom action, the image content began to render underneath the system status bar. The color analysis of the status bar region confirmed that its pixels (#302020) were from the underlying image, not a standard system status bar color.","ReBL failed — LLM reported 'fail': bug reproduction depends on a pinch-zoom gesture, which ReBL's action set does not support. (Parser misread the word 'successful' in the reason as SUCCESS.)",ReActDroid completed 30 steps without triggering the expected crash.,"0/0 steps, 0 MISSING","CARBON: After opening a picture and performing a pinch-zoom action, the image content began to render underneath the system status bar. The color analysis of the status bar region confirmed that its pixels (#302020) were from the underlying image, not a standard system status bar color. | ReBL: ReBL failed — LLM reported 'fail': bug reproduction depends on a pinch-zoom gesture, which ReBL's action set does not support. (Parser misread the word 'successful' in the reason as SUCCESS.) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/0 steps, 0 MISSING"
Quick Tap,LawnchairLauncher_lawnchair_5540,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/5540,Quick Tap,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/quick_tap/LawnchairLauncher_lawnchair_5540 Tested/Annotation/annotated.png,"After navigating to a secondary home screen, a single press of the home button failed to return to the default home screen, which is the core of the reported bug. A subsequent quick tap also failed to return to the default screen, confirming the buggy behavior.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 4 MISSING (fake — tapped random elements)","CARBON: After navigating to a secondary home screen, a single press of the home button failed to return to the default home screen, which is the core of the reported bug. A subsequent quick tap also failed to return to the default screen, confirming the buggy behavior. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 4 MISSING (fake — tapped random elements)"
Quick Tap,anilbeesetti_nextplayer_1389,anilbeesetti/nextplayer,https://github.com/anilbeesetti/nextplayer/issues/1389,Quick Tap,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/quick_tap/anilbeesetti_nextplayer_1389 Tested/Annotation/annotated.png,All the steps from the bug report have been followed. After setting ,You are correct to point out the repeating sequence. Thank you for the reminder.,ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 14 MISSING (fake — tapped random elements)","CARBON: All the steps from the bug report have been followed. After setting  | ReBL: You are correct to point out the repeating sequence. Thank you for the reminder. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 14 MISSING (fake — tapped random elements)"
Quick Tap,ankidroid_Anki-Android_18529,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/18529,Quick Tap,FAIL,FAIL,FAIL,FAIL,Dataset/quick_tap/ankidroid_Anki-Android_18529 Tested F/Annotation/annotated.png,"The bug is a race condition that requires a timing-sensitive multi-touch gesture (tapping one element while another is animating). Multiple attempts using sequential actions (`click`, `quick_tap`, `drag_and_drop`) with different targets and timings failed to interrupt the animation and trigger the buggy behavior. The bug may be too difficult to reproduce reliably with automated sequential steps.",The bug report describes an issue caused by performing a second action (a quick tap/long press on a deck) while the animation for the first action (opening the,ReActDroid completed 30 steps without triggering the expected crash.,"0/6 steps, 20 MISSING","CARBON: The bug is a race condition that requires a timing-sensitive multi-touch gesture (tapping one element while another is animating). Multiple attempts using sequential actions (`click`, `quick_tap`, `drag_and_drop`) with different targets and timings failed to interrupt the animation and trigger the buggy behavior. The bug may be too difficult to reproduce reliably with automated sequential steps. | ReBL: The bug report describes an issue caused by performing a second action (a quick tap/long press on a deck) while the animation for the first action (opening the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/6 steps, 20 MISSING"
Quick Tap,ankidroid_Anki-Android_19641,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/19641,Quick Tap,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/quick_tap/ankidroid_Anki-Android_19641 Tested/Annotation/annotated.png,"The screenshot from the last step shows a toast message 'Card was modified. Please try again.', which is the exact error described in the bug report. This error was triggered by rapidly tapping 'Show answer' and then an answer button ('Again'), which simulates the 'spamming' action required to trigger this race condition.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 6 MISSING (fake — tapped random elements)","CARBON: The screenshot from the last step shows a toast message 'Card was modified. Please try again.', which is the exact error described in the bug report. This error was triggered by rapidly tapping 'Show answer' and then an answer button ('Again'), which simulates the 'spamming' action required to trigger this race condition. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 6 MISSING (fake — tapped random elements)"
Quick Tap,ankidroid_Anki-Android_20789,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/20789,Quick Tap,FAIL,FAIL,FAIL,SUCCESS,Dataset/quick_tap/ankidroid_Anki-Android_20789 Tested F/Annotation/annotated.png,"The bug report requires a successful collection sync to trigger the target notification. All available methods to sync the collection (manual tap, pull-to-refresh, automatic sync) are blocked by a mandatory AnkiWeb login prompt. Without valid credentials to log in, it is impossible to perform a sync and therefore impossible to reproduce the reported bug.",Fake success — LLM completed only the in-app sync step and instructed the user to lock the screen externally. The buggy behavior (high-priority notification buzz when sync completes on a locked screen) was never observed by the tool.,ReActDroid completed 30 steps without triggering the expected crash.,"3/3 steps, 2 MISSING (fake — tapped random elements)","CARBON: The bug report requires a successful collection sync to trigger the target notification. All available methods to sync the collection (manual tap, pull-to-refresh, automatic sync) are blocked by a mandatory AnkiWeb login prompt. Without valid credentials to log in, it is impossible to perform a sync and therefore impossible to reproduce the reported bug. | ReBL: Fake success — LLM completed only the in-app sync step and instructed the user to lock the screen externally. The buggy behavior (high-priority notification buzz when sync completes on a locked screen) was never observed by the tool. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 3/3 steps, 2 MISSING (fake — tapped random elements)"
Quick Tap,ankidroid_Anki-Android_7138,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/7138,Quick Tap,SUCCESS,FAIL,FAIL,FAIL,Dataset/quick_tap/ankidroid_Anki-Android_7138 Tested/Annotation/annotated.png,"After answering a card and immediately tapping 'Show Answer' on the next card with delay_ms=0, the app enters an inconsistent state. The screen displays the question of the new card ('test1'), but instead of showing the 'Show Answer' button, it incorrectly displays the difficulty rating buttons. This prevents the user from viewing the answer, effectively skipping the card.","The AnkiDroid application is in a crash loop upon startup. Any attempt to launch or restart the app results in an immediate crash, preventing access to the app",ReActDroid completed 30 steps without triggering the expected crash.,"0/1 steps, 20 MISSING","CARBON: After answering a card and immediately tapping 'Show Answer' on the next card with delay_ms=0, the app enters an inconsistent state. The screen displays the question of the new card ('test1'), but instead of showing the 'Show Answer' button, it incorrectly displays the difficulty rating buttons. This prevents the user from viewing the answer, effectively skipping the card. | ReBL: The AnkiDroid application is in a crash loop upon startup. Any attempt to launch or restart the app results in an immediate crash, preventing access to the app | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/1 steps, 20 MISSING"
Scroll,Anthonyy232_Paperize_426,Anthonyy232/Paperize,https://github.com/Anthonyy232/Paperize/issues/426,Scroll,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/scroll/Anthonyy232_Paperize_426 Tested/Annotation/annotated.png,"The bug report states that after rotating to landscape mode, the ",The bug report states that the,ReActDroid completed 30 steps without triggering the expected crash.,"0/0 steps, 0 MISSING","CARBON: The bug report states that after rotating to landscape mode, the  | ReBL: The bug report states that the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/0 steps, 0 MISSING"
Scroll,Fandroid745_Open-notes_15,Fandroid745/Open-notes,https://github.com/Fandroid745/Open-notes/issues/15,Scroll,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/scroll/Fandroid745_Open-notes_15 Tested/Annotation/annotated.png,"I have successfully reproduced the bug. After entering a large amount of text into the note, which extends beyond the visible screen area, I attempted to scroll down by swiping up. The swipe action had no effect, and the screen content did not change, confirming that scrolling is not possible as described in the bug report.","Unable to perform the first step of the bug report,",ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 6 MISSING (fake — tapped random elements)","CARBON: I have successfully reproduced the bug. After entering a large amount of text into the note, which extends beyond the visible screen area, I attempted to scroll down by swiping up. The swipe action had no effect, and the screen content did not change, confirming that scrolling is not possible as described in the bug report. | ReBL: Unable to perform the first step of the bug report, | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 6 MISSING (fake — tapped random elements)"
Scroll,FossifyOrg_File-Manager_136,FossifyOrg/File-Manager,https://github.com/FossifyOrg/File-Manager/issues/136,Scroll,SUCCESS,FAIL,FAIL,FAIL,Dataset/scroll/FossifyOrg_File-Manager_136 Tested/Annotation/annotated.png,After disabling ,"Despite following all the steps outlined in the bug report (disabling pull-to-refresh, selecting, deselecting, and re-selecting a folder), the final step of triggering the refresh effect via a swipe down gesture could not be reproduced. Multiple swipe variations were attempted without success, suggesting the bug may be tied to a specific manual gesture that cannot be replicated with the available ",ReActDroid completed 30 steps without triggering the expected crash.,"0/12 steps, 10 MISSING","CARBON: After disabling  | ReBL: Despite following all the steps outlined in the bug report (disabling pull-to-refresh, selecting, deselecting, and re-selecting a folder), the final step of triggering the refresh effect via a swipe down gesture could not be reproduced. Multiple swipe variations were attempted without success, suggesting the bug may be tied to a specific manual gesture that cannot be replicated with the available  | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/12 steps, 10 MISSING"
Scroll,ankidroid_Anki-Android_5512,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/5512,Scroll,SUCCESS,FAIL,SUCCESS,FAIL,Dataset/scroll/ankidroid_Anki-Android_5512 Tested/Annotation/annotated.png,The bug report states that when ,ReBL failed — LLM reported 'fail': AnkiDroid crashed repeatedly on launch and could not reach the 'Card browser font scaling' setting to reproduce the bug. (Parser misread 'successfully' as SUCCESS.),ReActDroid triggered a crash in 1 steps.,"0/6 steps, 20 MISSING","CARBON: The bug report states that when  | ReBL: ReBL failed — LLM reported 'fail': AnkiDroid crashed repeatedly on launch and could not reach the 'Card browser font scaling' setting to reproduce the bug. (Parser misread 'successfully' as SUCCESS.) | ReActDroid: ReActDroid triggered a crash in 1 steps. | AdbGPT: 0/6 steps, 20 MISSING"
Scroll,ankidroid_Anki-Android_5544,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/5544,Scroll,SUCCESS,SUCCESS,SUCCESS,SUCCESS,Dataset/scroll/ankidroid_Anki-Android_5544 Tested/Annotation/annotated.png,The app crashed after granting the necessary permissions upon the first launch. A toast message ,"The app crashed after granting the necessary permissions, as indicated by the toast message",ReActDroid triggered a crash in 1 steps.,"3/3 steps, 0 MISSING","CARBON: The app crashed after granting the necessary permissions upon the first launch. A toast message  | ReBL: The app crashed after granting the necessary permissions, as indicated by the toast message | ReActDroid: ReActDroid triggered a crash in 1 steps. | AdbGPT: 3/3 steps, 0 MISSING"
Scroll,netmackan_ATimeTracker_124,netmackan/ATimeTracker,https://github.com/netmackan/ATimeTracker/issues/124,Scroll,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/scroll/netmackan_ATimeTracker_124 Tested/Annotation/annotated.png,The application has successfully navigated to the ,The bug report states,ReActDroid completed 30 steps without triggering the expected crash.,"3/3 steps, 0 MISSING","CARBON: The application has successfully navigated to the  | ReBL: The bug report states | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 3/3 steps, 0 MISSING"
Swipe,A-EDev_Flow_27,A-EDev/Flow,https://github.com/A-EDev/Flow/issues/27,Swipe,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/swipe/A-EDev_Flow_27 Tested/Annotation/annotated.png,I have successfully reproduced the bug. After navigating to a fullscreen video player (the ,"The bug report describes a gesture conflict when swiping down from the top in fullscreen mode. After entering fullscreen by changing the device orientation, a",ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 10 MISSING","CARBON: I have successfully reproduced the bug. After navigating to a fullscreen video player (the  | ReBL: The bug report describes a gesture conflict when swiping down from the top in fullscreen mode. After entering fullscreen by changing the device orientation, a | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 10 MISSING"
Swipe,A-EDev_Flow_284,A-EDev/Flow,https://github.com/A-EDev/Flow/issues/284,Swipe,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/swipe/A-EDev_Flow_284 Tested/Annotation/annotated.png,"After successfully navigating to a video, starting playback, and performing a ","After navigating to a video, entering fullscreen, and simulating a pinch-to-zoom gesture, subsequent swipe-up and swipe-down gestures, which are meant to control volume and brightness, had no effect on the UI. This directly reproduces the buggy behavior described in the report.",ReActDroid completed 30 steps without triggering the expected crash.,"1/10 steps, 11 MISSING","CARBON: After successfully navigating to a video, starting playback, and performing a  | ReBL: After navigating to a video, entering fullscreen, and simulating a pinch-to-zoom gesture, subsequent swipe-up and swipe-down gestures, which are meant to control volume and brightness, had no effect on the UI. This directly reproduces the buggy behavior described in the report. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 1/10 steps, 11 MISSING"
Swipe,CodeWorksCreativeHub_mLauncher_809,CodeWorksCreativeHub/mLauncher,https://github.com/CodeWorksCreativeHub/mLauncher/issues/809,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/CodeWorksCreativeHub_mLauncher_809 Tested/Annotation/annotated.png,"I have successfully reproduced the core of the bug. While the 'swipe up' gesture worked, both 'swipe left' and 'swipe right' on the home screen resulted in no response, which matches the bug report's description of broken swipe gestures.","The bug report states that a short swipe-up gesture on the home screen does not open the app list. After navigating to the home screen, I performed a swipe-up action. The screen remained unchanged, which confirms the buggy behavior of",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 2 MISSING (fake — tapped random elements)","CARBON: I have successfully reproduced the core of the bug. While the 'swipe up' gesture worked, both 'swipe left' and 'swipe right' on the home screen resulted in no response, which matches the bug report's description of broken swipe gestures. | ReBL: The bug report states that a short swipe-up gesture on the home screen does not open the app list. After navigating to the home screen, I performed a swipe-up action. The screen remained unchanged, which confirms the buggy behavior of | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 2 MISSING (fake — tapped random elements)"
Swipe,Droid-ify_client_238,Droid-ify/client,https://github.com/Droid-ify/client/issues/238,Swipe,SUCCESS,SUCCESS,SUCCESS,SUCCESS,Dataset/swipe/Droid-ify_client_238 Tested/Annotation/annotated.png,"The steps outlined in the bug report were successfully followed. After navigating to the Settings screen, toggling the ",The app crashed and returned to the device,ReActDroid triggered a crash in 7 steps.,"6/6 steps, 12 MISSING (fake — tapped random elements)","CARBON: The steps outlined in the bug report were successfully followed. After navigating to the Settings screen, toggling the  | ReBL: The app crashed and returned to the device | ReActDroid: ReActDroid triggered a crash in 7 steps. | AdbGPT: 6/6 steps, 12 MISSING (fake — tapped random elements)"
Swipe,Droid-ify_client_583,Droid-ify/client,https://github.com/Droid-ify/client/issues/583,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/Droid-ify_client_583 Tested/Annotation/annotated.png,"After navigating to the image viewer and performing a swipe and a pinch-out gesture, the image unexpectedly zoomed in, which matches the buggy behavior described in the report where an interaction leads to zooming instead of navigating.",The bug report states that attempting to swipe between images in the app\,ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 2 MISSING (fake — tapped random elements)","CARBON: After navigating to the image viewer and performing a swipe and a pinch-out gesture, the image unexpectedly zoomed in, which matches the buggy behavior described in the report where an interaction leads to zooming instead of navigating. | ReBL: The bug report states that attempting to swipe between images in the app\ | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 2 MISSING (fake — tapped random elements)"
Swipe,FossifyOrg_Calendar_1103,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/1103,Swipe,FAIL,FAIL,FAIL,FAIL,Dataset/swipe/FossifyOrg_Calendar_1103 Tested/Annotation/annotated.png,"Successfully created an event on April 26th. The UI hierarchy confirms that the content-description for the view representing that day is simply '26 April', which is the same format as an empty day. This lack of accessibility information would cause a screen reader to fail to announce the event, thus reproducing the bug described in the report.",(no reason provided),ReActDroid completed 30 steps without triggering the expected crash.,"0/6 steps, 20 MISSING","CARBON: Successfully created an event on April 26th. The UI hierarchy confirms that the content-description for the view representing that day is simply '26 April', which is the same format as an empty day. This lack of accessibility information would cause a screen reader to fail to announce the event, thus reproducing the bug described in the report. | ReBL: (no reason provided) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/6 steps, 20 MISSING"
Swipe,FossifyOrg_Calendar_153,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/153,Swipe,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/swipe/FossifyOrg_Calendar_153 Tested/Annotation/annotated.png,"After multiple successful full-screen swipes, a shorter, regional swipe (`swipe_region`) failed to change the month, causing it to 'snap back' to the current view. This exactly matches the buggy behavior described in the report where swiping is a 'pain' and 'snaps back most of the time,' suggesting the issue is related to the type or length of the swipe gesture.",(no reason provided),ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 2 MISSING (fake — tapped random elements)","CARBON: After multiple successful full-screen swipes, a shorter, regional swipe (`swipe_region`) failed to change the month, causing it to 'snap back' to the current view. This exactly matches the buggy behavior described in the report where swiping is a 'pain' and 'snaps back most of the time,' suggesting the issue is related to the type or length of the swipe gesture. | ReBL: (no reason provided) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 2 MISSING (fake — tapped random elements)"
Swipe,FossifyOrg_Clock_156,FossifyOrg/Clock,https://github.com/FossifyOrg/Clock/issues/156,Swipe,FAIL,FAIL,FAIL,SUCCESS,Dataset/swipe/FossifyOrg_Clock_156 Tested F/Annotation/annotated.png,"Unable to set a short timer to trigger the alarm. The time picker is unreliable and multiple attempts to set a short duration have failed, resulting in long timers that are not practical for testing. Without an active alarm, the bug cannot be reproduced.","The bug reproduction process requires waiting for a 5-minute timer to expire to trigger an alarm. The interactive, turn-by-turn nature of this task does not support a passive waiting period of this length. All attempts to set and start a shorter timer failed due to the app\",ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 8 MISSING (fake — tapped random elements)","CARBON: Unable to set a short timer to trigger the alarm. The time picker is unreliable and multiple attempts to set a short duration have failed, resulting in long timers that are not practical for testing. Without an active alarm, the bug cannot be reproduced. | ReBL: The bug reproduction process requires waiting for a 5-minute timer to expire to trigger an alarm. The interactive, turn-by-turn nature of this task does not support a passive waiting period of this length. All attempts to set and start a shorter timer failed due to the app\ | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 8 MISSING (fake — tapped random elements)"
Swipe,FossifyOrg_Gallery_237,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/237,Swipe,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/swipe/FossifyOrg_Gallery_237 Tested/Annotation/annotated.png,"The bug report states that a vertical swipe on the right side of the screen during video playback should adjust the volume, but it fails to do so. After opening and playing a video, I performed a vertical swipe on the right side of the screen. There was no visual feedback (like a volume slider) and no change in the UI to indicate that the volume was adjusted, confirming the buggy behavior. The gesture for brightness on the left side worked as expected, isolating the issue to the volume gesture on the right side.",The,ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 4 MISSING (fake — tapped random elements)","CARBON: The bug report states that a vertical swipe on the right side of the screen during video playback should adjust the volume, but it fails to do so. After opening and playing a video, I performed a vertical swipe on the right side of the screen. There was no visual feedback (like a volume slider) and no change in the UI to indicate that the volume was adjusted, confirming the buggy behavior. The gesture for brightness on the left side worked as expected, isolating the issue to the volume gesture on the right side. | ReBL: The | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 4 MISSING (fake — tapped random elements)"
Double Tap,FossifyOrg_Gallery_584,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/584,Swipe,FAIL,FAIL,FAIL,FAIL,Dataset/double_tap/FossifyOrg_Gallery_584 Tested F/Annotation/image.png,I have systematically explored all folders (,"After searching for "".jpg"" files and attempting to open one from the search results, the application did not open the image internally. Instead, it launched the Android system\",ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 20 MISSING","CARBON: I have systematically explored all folders ( | ReBL: After searching for "".jpg"" files and attempting to open one from the search results, the application did not open the image internally. Instead, it launched the Android system\ | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 20 MISSING"
Swipe,FossifyOrg_Gallery_940,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/940,Swipe,SUCCESS,FAIL,FAIL,FAIL,Dataset/swipe/FossifyOrg_Gallery_940 Tested/Annotation/annotated.png,"After configuring the settings as specified (notch disabled, brightness gesture enabled), opening an image, and rotating to landscape, a vertical swipe on the left side of the screen failed to trigger the brightness control, which is the exact buggy behavior described in the report.",After an exhaustive search of the application\,ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 20 MISSING","CARBON: After configuring the settings as specified (notch disabled, brightness gesture enabled), opening an image, and rotating to landscape, a vertical swipe on the left side of the screen failed to trigger the brightness control, which is the exact buggy behavior described in the report. | ReBL: After an exhaustive search of the application\ | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 20 MISSING"
